TRAIN EPOCH 1/50, ITER 1/147, LOSS 357.787
TRAIN EPOCH 1/50, ITER 2/147, LOSS 263.376
TRAIN EPOCH 1/50, ITER 3/147, LOSS 194.855
TRAIN EPOCH 1/50, ITER 4/147, LOSS 153.674
TRAIN EPOCH 1/50, ITER 5/147, LOSS 126.708
TRAIN EPOCH 1/50, ITER 6/147, LOSS 107.283
TRAIN EPOCH 1/50, ITER 7/147, LOSS 93.090
TRAIN EPOCH 1/50, ITER 8/147, LOSS 82.287
TRAIN EPOCH 1/50, ITER 9/147, LOSS 73.851
TRAIN EPOCH 1/50, ITER 10/147, LOSS 67.134
TRAIN EPOCH 1/50, ITER 11/147, LOSS 61.639
TRAIN EPOCH 1/50, ITER 12/147, LOSS 57.075
TRAIN EPOCH 1/50, ITER 13/147, LOSS 53.167
TRAIN EPOCH 1/50, ITER 14/147, LOSS 49.840
TRAIN EPOCH 1/50, ITER 15/147, LOSS 46.890
TRAIN EPOCH 1/50, ITER 16/147, LOSS 44.356
TRAIN EPOCH 1/50, ITER 17/147, LOSS 42.115
TRAIN EPOCH 1/50, ITER 18/147, LOSS 40.112
TRAIN EPOCH 1/50, ITER 19/147, LOSS 38.329
TRAIN EPOCH 1/50, ITER 20/147, LOSS 36.702
TRAIN EPOCH 1/50, ITER 21/147, LOSS 35.267
TRAIN EPOCH 1/50, ITER 22/147, LOSS 33.948
TRAIN EPOCH 1/50, ITER 23/147, LOSS 32.738
TRAIN EPOCH 1/50, ITER 24/147, LOSS 31.625
TRAIN EPOCH 1/50, ITER 25/147, LOSS 30.589
TRAIN EPOCH 1/50, ITER 26/147, LOSS 29.645
TRAIN EPOCH 1/50, ITER 27/147, LOSS 28.762
TRAIN EPOCH 1/50, ITER 28/147, LOSS 27.960
TRAIN EPOCH 1/50, ITER 29/147, LOSS 27.188
TRAIN EPOCH 1/50, ITER 30/147, LOSS 26.469
TRAIN EPOCH 1/50, ITER 31/147, LOSS 25.821
TRAIN EPOCH 1/50, ITER 32/147, LOSS 25.198
TRAIN EPOCH 1/50, ITER 33/147, LOSS 24.630
TRAIN EPOCH 1/50, ITER 34/147, LOSS 24.074
TRAIN EPOCH 1/50, ITER 35/147, LOSS 23.547
TRAIN EPOCH 1/50, ITER 36/147, LOSS 23.076
TRAIN EPOCH 1/50, ITER 37/147, LOSS 22.641
TRAIN EPOCH 1/50, ITER 38/147, LOSS 22.213
TRAIN EPOCH 1/50, ITER 39/147, LOSS 21.790
TRAIN EPOCH 1/50, ITER 40/147, LOSS 21.404
TRAIN EPOCH 1/50, ITER 41/147, LOSS 21.030
TRAIN EPOCH 1/50, ITER 42/147, LOSS 20.670
TRAIN EPOCH 1/50, ITER 43/147, LOSS 20.323
TRAIN EPOCH 1/50, ITER 44/147, LOSS 20.020
TRAIN EPOCH 1/50, ITER 45/147, LOSS 19.709
TRAIN EPOCH 1/50, ITER 46/147, LOSS 19.413
TRAIN EPOCH 1/50, ITER 47/147, LOSS 19.131
TRAIN EPOCH 1/50, ITER 48/147, LOSS 18.855
TRAIN EPOCH 1/50, ITER 49/147, LOSS 18.596
TRAIN EPOCH 1/50, ITER 50/147, LOSS 18.342
TRAIN EPOCH 1/50, ITER 51/147, LOSS 18.094
TRAIN EPOCH 1/50, ITER 52/147, LOSS 17.860
TRAIN EPOCH 1/50, ITER 53/147, LOSS 17.643
TRAIN EPOCH 1/50, ITER 54/147, LOSS 17.426
TRAIN EPOCH 1/50, ITER 55/147, LOSS 17.229
TRAIN EPOCH 1/50, ITER 56/147, LOSS 17.034
TRAIN EPOCH 1/50, ITER 57/147, LOSS 16.851
TRAIN EPOCH 1/50, ITER 58/147, LOSS 16.658
TRAIN EPOCH 1/50, ITER 59/147, LOSS 16.480
TRAIN EPOCH 1/50, ITER 60/147, LOSS 16.310
TRAIN EPOCH 1/50, ITER 61/147, LOSS 16.145
TRAIN EPOCH 1/50, ITER 62/147, LOSS 15.988
TRAIN EPOCH 1/50, ITER 63/147, LOSS 15.832
TRAIN EPOCH 1/50, ITER 64/147, LOSS 15.678
TRAIN EPOCH 1/50, ITER 65/147, LOSS 15.532
TRAIN EPOCH 1/50, ITER 66/147, LOSS 15.381
TRAIN EPOCH 1/50, ITER 67/147, LOSS 15.245
TRAIN EPOCH 1/50, ITER 68/147, LOSS 15.105
TRAIN EPOCH 1/50, ITER 69/147, LOSS 14.973
TRAIN EPOCH 1/50, ITER 70/147, LOSS 14.851
TRAIN EPOCH 1/50, ITER 71/147, LOSS 14.725
TRAIN EPOCH 1/50, ITER 72/147, LOSS 14.607
TRAIN EPOCH 1/50, ITER 73/147, LOSS 14.491
TRAIN EPOCH 1/50, ITER 74/147, LOSS 14.381
TRAIN EPOCH 1/50, ITER 75/147, LOSS 14.265
TRAIN EPOCH 1/50, ITER 76/147, LOSS 14.154
TRAIN EPOCH 1/50, ITER 77/147, LOSS 14.048
TRAIN EPOCH 1/50, ITER 78/147, LOSS 13.941
TRAIN EPOCH 1/50, ITER 79/147, LOSS 13.841
TRAIN EPOCH 1/50, ITER 80/147, LOSS 13.746
TRAIN EPOCH 1/50, ITER 81/147, LOSS 13.651
TRAIN EPOCH 1/50, ITER 82/147, LOSS 13.572
TRAIN EPOCH 1/50, ITER 83/147, LOSS 13.485
TRAIN EPOCH 1/50, ITER 84/147, LOSS 13.391
TRAIN EPOCH 1/50, ITER 85/147, LOSS 13.298
TRAIN EPOCH 1/50, ITER 86/147, LOSS 13.219
TRAIN EPOCH 1/50, ITER 87/147, LOSS 13.136
TRAIN EPOCH 1/50, ITER 88/147, LOSS 13.049
TRAIN EPOCH 1/50, ITER 89/147, LOSS 12.973
TRAIN EPOCH 1/50, ITER 90/147, LOSS 12.898
TRAIN EPOCH 1/50, ITER 91/147, LOSS 12.823
TRAIN EPOCH 1/50, ITER 92/147, LOSS 12.755
TRAIN EPOCH 1/50, ITER 93/147, LOSS 12.700
TRAIN EPOCH 1/50, ITER 94/147, LOSS 12.635
TRAIN EPOCH 1/50, ITER 95/147, LOSS 12.567
TRAIN EPOCH 1/50, ITER 96/147, LOSS 12.506
TRAIN EPOCH 1/50, ITER 97/147, LOSS 12.438
TRAIN EPOCH 1/50, ITER 98/147, LOSS 12.369
TRAIN EPOCH 1/50, ITER 99/147, LOSS 12.314
TRAIN EPOCH 1/50, ITER 100/147, LOSS 12.251
TRAIN EPOCH 1/50, ITER 101/147, LOSS 12.187
TRAIN EPOCH 1/50, ITER 102/147, LOSS 12.122
TRAIN EPOCH 1/50, ITER 103/147, LOSS 12.061
TRAIN EPOCH 1/50, ITER 104/147, LOSS 12.002
TRAIN EPOCH 1/50, ITER 105/147, LOSS 11.948
TRAIN EPOCH 1/50, ITER 106/147, LOSS 11.894
TRAIN EPOCH 1/50, ITER 107/147, LOSS 11.838
TRAIN EPOCH 1/50, ITER 108/147, LOSS 11.787
TRAIN EPOCH 1/50, ITER 109/147, LOSS 11.732
TRAIN EPOCH 1/50, ITER 110/147, LOSS 11.679
TRAIN EPOCH 1/50, ITER 111/147, LOSS 11.627
TRAIN EPOCH 1/50, ITER 112/147, LOSS 11.578
TRAIN EPOCH 1/50, ITER 113/147, LOSS 11.528
TRAIN EPOCH 1/50, ITER 114/147, LOSS 11.483
TRAIN EPOCH 1/50, ITER 115/147, LOSS 11.430
TRAIN EPOCH 1/50, ITER 116/147, LOSS 11.381
TRAIN EPOCH 1/50, ITER 117/147, LOSS 11.334
TRAIN EPOCH 1/50, ITER 118/147, LOSS 11.291
TRAIN EPOCH 1/50, ITER 119/147, LOSS 11.248
TRAIN EPOCH 1/50, ITER 120/147, LOSS 11.201
TRAIN EPOCH 1/50, ITER 121/147, LOSS 11.160
TRAIN EPOCH 1/50, ITER 122/147, LOSS 11.120
TRAIN EPOCH 1/50, ITER 123/147, LOSS 11.078
TRAIN EPOCH 1/50, ITER 124/147, LOSS 11.036
TRAIN EPOCH 1/50, ITER 125/147, LOSS 11.001
TRAIN EPOCH 1/50, ITER 126/147, LOSS 10.960
TRAIN EPOCH 1/50, ITER 127/147, LOSS 10.922
TRAIN EPOCH 1/50, ITER 128/147, LOSS 10.886
TRAIN EPOCH 1/50, ITER 129/147, LOSS 10.852
TRAIN EPOCH 1/50, ITER 130/147, LOSS 10.817
TRAIN EPOCH 1/50, ITER 131/147, LOSS 10.784
TRAIN EPOCH 1/50, ITER 132/147, LOSS 10.747
TRAIN EPOCH 1/50, ITER 133/147, LOSS 10.712
TRAIN EPOCH 1/50, ITER 134/147, LOSS 10.678
TRAIN EPOCH 1/50, ITER 135/147, LOSS 10.643
TRAIN EPOCH 1/50, ITER 136/147, LOSS 10.605
TRAIN EPOCH 1/50, ITER 137/147, LOSS 10.572
TRAIN EPOCH 1/50, ITER 138/147, LOSS 10.544
TRAIN EPOCH 1/50, ITER 139/147, LOSS 10.508
